,index,alpha,n. in session,datetime,website title,kind,location (coordinates),query,presence at 5 km,presence at 10 km,presence at 20 km,location (name)
0,,0.0,0.0,30/05/19 02:41:44,"Offerta Telefonia Mobile | 7,99€/mese | iliad.it‎",ADS A,45.478771_9.186033,Telefonia mobile,False,False,False,to be implemented
1,,0.0,1.0,30/05/19 02:41:44,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwjpz93LgsLiAhVW5HcKHaFsA9cYABABGgJlZg&amp;ohost=www.google.com&amp;cid=CAASE-Ro42VWVXlBshAXJZ8uEF22ljE&amp;sig=AOD64_0L-aoMM6gah7TbABDkpyAy5gsl_g&amp;adurl=&amp;q="" data-ved=""2ahUKEwjexdnLgsLiAhWRI1AKHcRMA3YQqyQoAHoECA4QBQ"" href=""https://www.iliad.it/offerta-iliad-799.html"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">L'offerta mensile</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
2,,0.0,2.0,30/05/19 02:41:44,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwjpz93LgsLiAhVW5HcKHaFsA9cYABACGgJlZg&amp;ohost=www.google.com&amp;cid=CAASE-Ro42VWVXlBshAXJZ8uEF22ljE&amp;sig=AOD64_07o2goI6dSKurTdPTlBXnr27HV2g&amp;adurl=&amp;q="" data-ved=""2ahUKEwjexdnLgsLiAhWRI1AKHcRMA3YQqyQoAXoECA4QBg"" href=""https://www.iliad.it/copertura/index.html"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">Verifica copertura</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
3,,,,30/05/19 02:43:56,Not Available,NO ADS BOXES,M_i,Telefonia mobile,,,,to be implemented
4,,0.0,0.0,31/05/19 02:18:33,Telefonia mobile | 50 GB 4G + Minuti Illimitati | KenaMobile.it‎,ADS A,45.478771_9.186033,Telefonia mobile,False,False,False,to be implemented
5,,0.0,1.0,31/05/19 02:18:33,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwi0hv6iv8TiAhUVzXcKHbz5CwYYABABGgJlZg&amp;ohost=www.google.com&amp;cid=CAASEuRoLrtLuNIyht4vOlGt1WaP1g&amp;sig=AOD64_1RdE93Gd_KQzcEfePEPDibk8pWYQ&amp;adurl=&amp;q="" data-ved=""2ahUKEwjotPmiv8TiAhUMqaQKHVyRCngQqyQoAHoECA4QBA"" href=""https://www.kenamobile.it/offerte/"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">Tutte le offerte</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
6,,0.0,2.0,31/05/19 02:18:33,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwi0hv6iv8TiAhUVzXcKHbz5CwYYABACGgJlZg&amp;ohost=www.google.com&amp;cid=CAASEuRoLrtLuNIyht4vOlGt1WaP1g&amp;sig=AOD64_0SBOEsdSJRA9Q5qPdOe29e-_WfFA&amp;adurl=&amp;q="" data-ved=""2ahUKEwjotPmiv8TiAhUMqaQKHVyRCngQqyQoAXoECA4QBQ"" href=""https://www.kenamobile.it/prodotto/kena-6-99-limited-edition/"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">Kena 6,99</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
7,,0.0,0.0,31/05/19 02:18:33,Migliore Offerte Telefonia Mobile | Trova 10 migliori risultati‎,ADS B,45.478771_9.186033,Telefonia mobile,No ADS,No ADS,No ADS,to be implemented
8,,0.0,1.0,31/05/19 02:18:33,"Offerta Mobile a 7,99€/mese | Offerta di Telefonia Mobile‎",ADS B,45.478771_9.186033,Telefonia mobile,No ADS,No ADS,No ADS,to be implemented
9,,0.0,0,02/06/19 03:22:59,Telefonia mobile | 50 GB 4G + Minuti Illimitati | KenaMobile.it‎,ADS A,45.478771_9.186033,Telefonia mobile,False,False,False,to be implemented
10,,0.0,1,02/06/19 03:22:59,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwjN8-2z0cniAhXM5HcKHa2aBeMYABABGgJlZg&amp;ohost=www.google.com&amp;cid=CAASEuRotqg-v8UuYLt5z3MIVTUXAg&amp;sig=AOD64_36_-c-Zs4HBuoFQqtsq9I_pJCBmw&amp;adurl=&amp;q="" data-ved=""2ahUKEwjd5Omz0cniAhURC-wKHUe3BrcQqyQoAHoECA4QBA"" href=""https://www.kenamobile.it/offerte/"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">Tutte le offerte</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
11,,0.0,2,02/06/19 03:22:59,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwjN8-2z0cniAhXM5HcKHa2aBeMYABACGgJlZg&amp;ohost=www.google.com&amp;cid=CAASEuRotqg-v8UuYLt5z3MIVTUXAg&amp;sig=AOD64_2sW4L8ez63iM0LZKepZYfiXpJucg&amp;adurl=&amp;q="" data-ved=""2ahUKEwjd5Omz0cniAhURC-wKHUe3BrcQqyQoAXoECA4QBQ"" href=""https://www.kenamobile.it/prodotto/kena-6-99-limited-edition/"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">Kena 6,99</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
12,,0.0,0,02/06/19 03:22:59,"Offerta iliad a 7,99€/mese | Offerta Mobile Migliore‎",ADS B,45.478771_9.186033,Telefonia mobile,False,False,False,to be implemented
13,,0.0,1,02/06/19 03:22:59,Promozioni Gestori Telefonia Mobile | Trova 10 migliori risultati‎,ADS B,45.478771_9.186033,Telefonia mobile,True,True,True,to be implemented
14,,0.0,0,02/06/19 03:25:20,Telefonia mobile | 50 GB 4G + Minuti Illimitati | KenaMobile.it‎,ADS A,45.478771_9.186033,Telefonia mobile,No ADS,No ADS,No ADS,to be implemented
