,index,alpha,n. in session,datetime,website title,kind,location (coordinates),query,presence at 5 km,presence at 10 km,presence at 20 km,location (name)
0,,0.0,0.0,03/06/19 21:04:11,"Offerta di Telefonia Mobile | Offerta iliad a 7,99€/mese | iliad | iliad.it‎",ADS A,45.478771_9.186033,Telefonia mobile,False,False,False,to be implemented
1,,0.0,1.0,03/06/19 21:04:11,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwjpo-G7gM7iAhUJ0rIKHasFA8kYABABGgJscg&amp;ohost=www.google.com&amp;cid=CAASE-RotzJ7qmwNV1TLySbK4DHfxY0&amp;sig=AOD64_1L1hd85oMilLUqOVDOWAV6j4b71w&amp;adurl=&amp;q="" data-ved=""2ahUKEwitutu7gM7iAhWRGuwKHTkSBlMQqyQoAHoECA4QCA"" href=""https://www.iliad.it/offerta-iliad-799.html"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">L'offerta mensile</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
2,,0.0,2.0,03/06/19 21:04:11,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwjpo-G7gM7iAhUJ0rIKHasFA8kYABACGgJscg&amp;ohost=www.google.com&amp;cid=CAASE-RotzJ7qmwNV1TLySbK4DHfxY0&amp;sig=AOD64_1nclF2gdnvQ2TuB0hD2Swx3U9lag&amp;adurl=&amp;q="" data-ved=""2ahUKEwitutu7gM7iAhWRGuwKHTkSBlMQqyQoAXoECA4QCQ"" href=""https://www.iliad.it/copertura/index.html"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">Verifica copertura</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
3,,,,03/06/19 21:06:24,Not Available,NO ADS BOXES,M_i,Telefonia mobile,,,,to be implemented
4,,0.0,0.0,03/06/19 21:08:42,"Offerta Telefonia Mobile | Offerta a 7,99€/mese | iliad.it‎",ADS A,45.478771_9.186033,Telefonia mobile,False,False,False,to be implemented
5,,0.0,1.0,03/06/19 21:08:42,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwjLhO28gc7iAhUTqpoKHcQEDG0YABABGgJsbQ&amp;ohost=www.google.com&amp;cid=CAASEuRobAA5ctRWh3K8UBHOssVQuQ&amp;sig=AOD64_0kuinu8vHRiBNEzHtqjW5Clzy5zg&amp;adurl=&amp;q="" data-ved=""2ahUKEwjc9Oa8gc7iAhXDyKQKHWUPDncQqyQoAHoECA4QCA"" href=""https://www.iliad.it/offerta-iliad-799.html"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">L'offerta mensile</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
6,,0.0,2.0,03/06/19 21:08:42,"<h3><a class=""V0MxL KLi8Vd"" data-arwt=""//www.googleadservices.com/pagead/aclk?sa=L&amp;ai=DChcSEwjLhO28gc7iAhUTqpoKHcQEDG0YABACGgJsbQ&amp;ohost=www.google.com&amp;cid=CAASEuRobAA5ctRWh3K8UBHOssVQuQ&amp;sig=AOD64_3hboTvEWW6QprnAuUpkmzkVg3d0A&amp;adurl=&amp;q="" data-ved=""2ahUKEwjc9Oa8gc7iAhXDyKQKHWUPDncQqyQoAXoECA4QCQ"" href=""https://www.iliad.it/copertura/index.html"" onmousedown=""return google.f['LmvwCb'](this)"" ontouchstart=""return google.f['bez1fd'](this)"">Verifica copertura</a>",ADS A,45.478771_9.186033,Telefonia mobile,,,,to be implemented
7,,0.0,3.0,03/06/19 21:08:42,Migliore Offerte Telefonia Mobile | Trova 10 migliori risultati | smarter.com‎,ADS A,45.478771_9.186033,Telefonia mobile,True,True,True,to be implemented
8,,,,03/06/19 21:10:54,Not Available,NO ADS BOXES,M_i,Telefonia mobile,,,,to be implemented
9,,,,03/06/19 21:14:57,Not Available,NO ADS BOXES,M_i,Telefonia mobile,,,,to be implemented
10,,0.0,0.0,03/06/19 21:19:01,Migliore Offerte Telefonia Mobile | Trova 10 migliori risultati‎,ADS B,45.478771_9.186033,Telefonia mobile,No ADS,No ADS,No ADS,to be implemented
11,,0.0,0.0,03/06/19 21:21:13,Migliore Offerte Telefonia Mobile | Trova 10 migliori risultati‎,ADS B,45.478771_9.186033,Telefonia mobile,No ADS,No ADS,No ADS,to be implemented
12,,0.0,1.0,03/06/19 21:21:13,Offerte Telefonia Mobile A Confronto | Cerca qui‎,ADS B,45.478771_9.186033,Telefonia mobile,No ADS,No ADS,No ADS,to be implemented
